"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年47週"
"集計期間終了週","2025年47週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"八王子市","1016","11","2061","4","1","32","42","4","0","2","0","0","1","0","0","0","2","0","0","0","0","0","4","6","","","","","","",""
"町田市","823","3","1344","4","0","60","40","2","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","256","12","354","0","1","13","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"南多摩","465","6","923","0","0","10","29","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","571","6","980","0","0","5","9","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0","4","0","","","","","","",""
"多摩府中","867","8","1773","1","2","26","55","4","0","1","5","0","0","1","0","0","1","0","0","1","0","0","11","2","","","","","","",""
"多摩小平","873","7","1767","2","2","18","75","6","0","1","3","2","1","0","1","0","1","0","0","2","0","0","11","5","","","","","","",""
"島しょ","42","2","64","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","10956","134","21717","41","25","314","797","40","6","11","26","9","9","3","2","0","14","0","0","7","0","1","68","29","","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年47週"
"集計期間終了週","2025年47週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","43","2","106","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","51","2","147","0","0","0","11","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","133","5","417","0","1","1","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","149","2","286","0","1","3","8","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","","","","","","",""
"文京","211","2","507","0","0","3","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"台東","121","0","369","3","1","4","33","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","146","7","235","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"江東区","334","5","641","3","0","5","34","0","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","154","9","341","1","0","6","17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","118","3","242","1","0","3","8","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","540","14","929","0","1","11","69","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"世田谷","507","14","1097","2","0","8","46","2","0","0","0","1","0","0","0","0","4","0","0","0","0","0","14","3","","","","","","",""
"渋谷区","135","10","269","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"中野区","355","1","925","1","0","8","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","321","6","537","0","1","0","34","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0","4","0","","","","","","",""
"池袋","209","4","482","2","0","5","10","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","258","5","500","0","0","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","245","5","391","1","1","8","17","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","320","6","703","1","0","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"練馬区","477","5","951","0","0","15","24","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","357","10","998","3","6","8","24","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","258","4","518","0","0","6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","","","","","","",""
"江戸川","462","8","1110","2","2","19","29","0","1","1","2","2","0","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","932","10","1823","1","0","34","37","3","0","1","4","0","0","0","0","0","0","0","0","0","0","0","1","14","","","","","","",""
"町田市","774","4","1341","3","2","36","39","3","2","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","233","17","319","0","0","8","10","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","","","","","","",""
"南多摩","516","7","894","0","0","10","18","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","578","6","959","1","0","7","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","","","","","","",""
"多摩府中","867","15","1811","0","1","29","49","1","0","1","1","1","0","1","0","0","1","0","0","0","0","0","13","4","","","","","","",""
"多摩小平","791","6","1650","3","3","25","54","2","1","3","3","0","1","0","0","0","1","0","0","1","0","0","7","4","","","","","","",""
"島しょ","57","8","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","10652","202","21570","29","20","274","680","29","9","12","26","11","3","3","1","0","11","0","0","7","0","0","57","28","","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年47週"
"集計期間終了週","2025年47週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","85","3","213","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","4","3","0","2","2","2"
"中央区","123","3","309","0","0","3","21","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","290","7","809","0","1","4","18","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","7","2","9","9","6","0","1","1","1"
"新宿区","305","4","571","1","2","6","30","0","0","0","2","0","1","0","0","0","1","0","0","2","0","0","1","2","12","12","8","2","2","2","2"
"文京","429","3","1024","0","0","5","14","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","2","1","7","7","4","1","1","1","1"
"台東","261","0","687","3","1","8","68","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","287","8","460","1","0","1","11","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","5","2","8","8","5","1","1","1","1"
"江東区","652","13","1275","9","2","16","81","0","4","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","310","13","686","1","1","7","53","2","0","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","242","5","512","3","0","5","13","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","1056","22","1875","5","3","30","135","7","1","0","1","0","0","0","0","0","2","0","0","2","0","1","1","0","21","21","13","2","1","1","1"
"世田谷","1022","16","2204","7","1","12","98","3","0","0","0","1","0","0","0","0","4","0","0","0","0","0","20","7","25","25","16","2","2","2","2"
"渋谷区","323","14","569","0","0","2","24","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","0","7","7","4","1","1","1","1"
"中野区","648","5","1734","1","1","19","39","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","622","9","1054","3","3","2","72","1","0","0","0","0","0","0","2","0","0","0","0","3","0","0","8","4","17","17","11","1","2","2","2"
"池袋","416","7","914","2","0","7","18","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"北区","504","7","948","0","1","18","22","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","505","5","822","3","1","19","26","1","0","1","4","0","0","0","0","0","1","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","625","9","1333","1","0","8","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","16","16","10","2","1","1","1"
"練馬区","987","12","1947","5","0","33","72","18","0","0","4","2","1","2","0","0","1","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","749","16","1933","4","13","16","53","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","543","6","1040","0","0","13","36","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10","4","13","13","8","1","1","1","1"
"江戸川","963","21","2233","2","3","40","66","1","1","2","2","3","0","2","0","0","4","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","1948","21","3884","5","1","66","79","7","0","3","4","0","1","0","0","0","2","0","0","0","0","0","5","20","17","17","11","2","1","1","1"
"町田市","1597","7","2685","7","2","96","79","5","2","0","3","4","3","0","0","0","0","0","0","0","0","0","0","0","13","12","8","1","0","0","0"
"西多摩","489","29","673","0","1","21","15","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","7","0","14","14","8","1","1","1","1"
"南多摩","981","13","1817","0","0","20","47","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","1149","12","1939","1","0","12","20","1","0","0","0","0","1","0","0","0","3","0","0","0","0","0","7","0","21","21","14","2","1","1","1"
"多摩府中","1734","23","3584","1","3","55","104","5","0","2","6","1","0","2","0","0","2","0","0","1","0","0","24","6","33","33","21","3","3","3","3"
"多摩小平","1664","13","3417","5","5","43","129","8","1","4","6","2","2","0","1","0","2","0","0","3","0","0","18","9","23","23","15","2","2","2","2"
"島しょ","99","10","136","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","21608","336","43287","70","45","588","1477","69","15","23","52","20","12","6","3","0","25","0","0","14","0","1","125","57","418","417","264","39","24","24","24"


